"region_id","region_name","base_year","target_year","Total_value","Total_trend","ChangeArea_add","ChangeArea_redu"
"530900","临沧市","2013","2018","0.1428","增加","17842.94","4850.94"
"530900","临沧市","2013","2019","0.1529","增加","18375.05","4269.62"
"530900","临沧市","2013","2020","0.1461","增加","18155.51","4436.49"
"530900","临沧市","2013","2021","0.1894","增加","19425.81","3306.95"
"530900","临沧市","2013","2022","0.1698","增加","18424.39","4341.36"
"530900","临沧市","2014","2015","0.1527","增加","18188.14","4411.88"
"530900","临沧市","2014","2016","0.1167","增加","16917.43","5697.25"
"530900","临沧市","2014","2017","0.1471","增加","17633.48","5178.36"
"530900","临沧市","2014","2018","0.1408","增加","17699.52","4993.04"
"530900","临沧市","2014","2019","0.1509","增加","18276.53","4365.25"
"530900","临沧市","2014","2020","0.1441","增加","18009.24","4561.8"
"530900","临沧市","2014","2021","0.1875","增加","19336.58","3383.71"
"530900","临沧市","2014","2022","0.1678","增加","18285.55","4462.65"
"530900","临沧市","2015","2016","-0.036","减少","9212.91","11133.64"
"530900","临沧市","2015","2017","-0.0055","不变","12099.57","9132.86"
"530900","临沧市","2015","2018","-0.0119","减少","11135","10415.28"
"530900","临沧市","2015","2019","-0.0017","不变","11015.85","10506.16"
"530900","临沧市","2015","2020","-0.0086","不变","10442.5","11179.69"
"530900","临沧市","2015","2021","0.0348","增加","12527.62","8978.46"
"530900","临沧市","2015","2022","0.0152","增加","11988.95","9667.58"
"530900","临沧市","2016","2017","0.0305","增加","12665.9","7562.14"
"530900","临沧市","2016","2018","0.0241","增加","12148.51","9188.16"
"530900","临沧市","2016","2019","0.0343","增加","12227.25","9384.52"
"530900","临沧市","2016","2020","0.0274","增加","11788.56","9899.31"
"530900","临沧市","2016","2021","0.0708","增加","13770.17","7803.24"
"530900","临沧市","2016","2022","0.0512","增加","13190.05","8531.97"
"530900","临沧市","2017","2018","-0.0063","不变","9259.4","11006.85"
"530900","临沧市","2017","2019","0.0038","不变","9453.15","11630.19"
"530900","临沧市","2017","2020","-0.003","不变","9291.54","12367.16"
"530900","临沧市","2017","2021","0.0403","增加","10996.94","10355.36"
"530900","临沧市","2017","2022","0.0207","增加","10734.54","10752.53"
"530900","临沧市","2018","2019","0.0101","增加","9972.05","10214.71"
"530900","临沧市","2018","2020","0.0033","不变","9722.02","11358.73"
"530900","临沧市","2018","2021","0.0466","增加","12056.56","9273.47"
"530900","临沧市","2018","2022","0.027","增加","11666.32","9841.52"
"530900","临沧市","2019","2020","-0.0068","不变","9084.71","10813.29"
"530900","临沧市","2019","2021","0.0365","增加","12547.95","8283.65"
"530900","临沧市","2019","2022","0.0169","增加","12026.87","9475"
"530900","临沧市","2020","2021","0.0247","增加","13180.1","7270.46"
"530900","临沧市","2020","2022","0.0135","增加","12476.1","8839.19"
"530900","临沧市","2021","2022","-0.0112","减少","9878.43","9847.83"
"533300","怒江傈僳族自治州","2013","2014","0.0133","增加","6255.56","5787"
"533300","怒江傈僳族自治州","2013","2015","0.0589","增加","8090.48","4983.46"
"533300","怒江傈僳族自治州","2013","2016","0.0764","增加","8470.49","4675.93"
"533300","怒江傈僳族自治州","2013","2017","0.0897","增加","8829.43","4245.78"
"533300","怒江傈僳族自治州","2013","2018","0.0936","增加","8950.65","4153.05"
"533300","怒江傈僳族自治州","2013","2019","0.0599","增加","8294.43","4789.88"
"533300","怒江傈僳族自治州","2013","2020","0.0887","增加","8712.07","4470.13"
"533300","怒江傈僳族自治州","2013","2021","0.1166","增加","9233.12","3867.41"
"533300","怒江傈僳族自治州","2013","2022","0.1187","增加","9208.61","3953.79"
"533300","怒江傈僳族自治州","2014","2015","0.0455","增加","7842.12","5138.47"
"533300","怒江傈僳族自治州","2014","2016","0.0631","增加","8183.59","4853.55"
"533300","怒江傈僳族自治州","2014","2017","0.0764","增加","8596.23","4388.67"
"533300","怒江傈僳族自治州","2014","2018","0.0803","增加","8611.68","4403.62"
"533300","怒江傈僳族自治州","2014","2019","0.0466","增加","7990.74","5015.75"
"533300","怒江傈僳族自治州","2014","2020","0.0754","增加","8391.09","4707.2"
"533300","怒江傈僳族自治州","2014","2021","0.1033","增加","8961.85","4034.86"
"533300","怒江傈僳族自治州","2014","2022","0.1054","增加","8919.22","4155.92"
"533300","怒江傈僳族自治州","2015","2016","0.0175","增加","6509.51","4804.5"
"533300","怒江傈僳族自治州","2015","2017","0.0308","增加","7054.34","4824.88"
"533300","怒江傈僳族自治州","2015","2018","0.0347","增加","6847.36","5608.42"
"533300","怒江傈僳族自治州","2015","2019","0.001","不变","6195.39","6352.65"
"533300","怒江傈僳族自治州","2015","2020","0.0298","增加","6366.14","6229.88"
"533300","怒江傈僳族自治州","2015","2021","0.0577","增加","7046.13","5412.5"
"533300","怒江傈僳族自治州","2015","2022","0.0599","增加","7011.08","5535.81"
"533300","怒江傈僳族自治州","2016","2017","0.0133","增加","6299.06","5057.91"
"533300","怒江傈僳族自治州","2016","2018","0.0172","增加","6393.29","5804.52"
"533300","怒江傈僳族自治州","2016","2019","-0.0165","减少","5915.39","6681.6"
"533300","怒江傈僳族自治州","2016","2020","0.0123","增加","5963.67","6588.65"
"533300","怒江傈僳族自治州","2016","2021","0.0402","增加","6677.71","5728.77"
"533300","怒江傈僳族自治州","2016","2022","0.0423","增加","6609.51","5847.37"
"533300","怒江傈僳族自治州","2017","2018","0.0039","不变","5580.8","6291.62"
"533300","怒江傈僳族自治州","2017","2019","-0.0298","减少","5166.33","7188.81"
"533300","怒江傈僳族自治州","2017","2020","-0.001","不变","5236.83","7305.21"
"533300","怒江傈僳族自治州","2017","2021","0.0269","增加","5951.41","6392.87"
"533300","怒江傈僳族自治州","2017","2022","0.0291","增加","5953.82","6530.16"
"533300","怒江傈僳族自治州","2018","2019","-0.0337","减少","4652.63","6665.35"
"533300","怒江傈僳族自治州","2018","2020","-0.0049","不变","5091.9","6720.75"
"533300","怒江傈僳族自治州","2018","2021","0.023","增加","6305.61","5943.45"
"533300","怒江傈僳族自治州","2018","2022","0.0251","增加","6276.29","6086.73"
"533300","怒江傈僳族自治州","2019","2020","0.0288","增加","6045.94","5506.24"
"533300","怒江傈僳族自治州","2019","2021","0.0567","增加","7160.84","5148.68"
"533300","怒江傈僳族自治州","2019","2022","0.0588","增加","7171.45","5373.39"
"533300","怒江傈僳族自治州","2020","2021","0.009","不变","6848.71","4667.27"
"533300","怒江傈僳族自治州","2020","2022","0.0097","不变","6889.54","4947.63"
"533300","怒江傈僳族自治州","2021","2022","0.0007","不变","5332.64","5603.22"
"530800","普洱市","2013","2014","0.0067","不变","21070.92","18561.12"
"530800","普洱市","2013","2015","0.176","增加","35888.16","6588.85"
"530800","普洱市","2013","2016","0.1748","增加","36100.42","6423.8"
"530800","普洱市","2013","2017","0.1774","增加","35840.04","6762.61"
"530800","普洱市","2013","2018","0.16","增加","35154.4","7309.06"
"530800","普洱市","2013","2019","0.1517","增加","34549.73","7785.28"
"530800","普洱市","2013","2020","0.1601","增加","34903.4","7459.49"
"530800","普洱市","2013","2021","0.1982","增加","37498.76","5075.22"
"530800","普洱市","2013","2022","0.202","增加","37426.06","5165.88"
"530800","普洱市","2014","2015","0.1693","增加","35885.96","6562.19"
"530800","普洱市","2014","2016","0.1681","增加","36051.61","6475.84"
"530800","普洱市","2014","2017","0.1707","增加","35953.37","6701.13"
"530800","普洱市","2014","2018","0.1533","增加","35133.65","7335.2"
"530800","普洱市","2014","2019","0.1451","增加","34547.73","7781.72"
"530800","普洱市","2014","2020","0.1535","增加","34885.71","7460.62"
"530800","普洱市","2014","2021","0.1915","增加","37519.74","5095.37"
"530800","普洱市","2014","2022","0.1953","增加","37395.76","5243.8"
"530800","普洱市","2015","2016","-0.0012","不变","19048.9","18232.27"
"530800","普洱市","2015","2017","0.0014","不变","21029.24","17752.89"
"530800","普洱市","2015","2018","-0.016","减少","18781.88","20833.4"
"530800","普洱市","2015","2019","-0.0243","减少","17673.98","22186.72"
"530800","普洱市","2015","2020","-0.0159","减少","18606.25","21418.39"
"530800","普洱市","2015","2021","0.0222","增加","22391.83","17090.83"
"530800","普洱市","2015","2022","0.026","增加","22741.51","16822.13"
"530800","普洱市","2016","2017","0.0026","不变","20306.2","16306.68"
"530800","普洱市","2016","2018","-0.0148","减少","18093.31","20341.64"
"530800","普洱市","2016","2019","-0.023","减少","17460.14","22200.53"
"530800","普洱市","2016","2020","-0.0146","减少","18425.9","21399.17"
"530800","普洱市","2016","2021","0.0234","增加","22475.8","16707.72"
"530800","普洱市","2016","2022","0.0272","增加","22964.26","16393.43"
"530800","普洱市","2017","2018","-0.0174","减少","15613.38","21598.29"
"530800","普洱市","2017","2019","-0.0256","减少","15512.14","23548.45"
"530800","普洱市","2017","2020","-0.0172","减少","17038.24","22816.94"
"530800","普洱市","2017","2021","0.0208","增加","20847.94","18311.37"
"530800","普洱市","2017","2022","0.0246","增加","21505.65","17790.25"
"530800","普洱市","2018","2019","-0.0083","不变","16490.98","20561.45"
"530800","普洱市","2018","2020","1e-04","不变","18286.32","20335.32"
"530800","普洱市","2018","2021","0.0382","增加","23667.38","15622.88"
"530800","普洱市","2018","2022","0.042","增加","24289.16","15221.1"
"530800","普洱市","2019","2020","0.0084","不变","19082.71","18133.93"
"530800","普洱市","2019","2021","0.0465","增加","25351.97","13783.84"
"530800","普洱市","2019","2022","0.0502","增加","25657.5","14106.41"
"530800","普洱市","2020","2021","0.0167","增加","24099.07","14177.23"
"530800","普洱市","2020","2022","0.0184","增加","24399.12","14840.49"
"530800","普洱市","2021","2022","0.0017","不变","19682.55","16542.1"
"530300","曲靖市","2013","2014","-0.0009","不变","12290.49","12515.14"
"530300","曲靖市","2013","2015","0.1703","增加","23349.71","4024.03"
"530300","曲靖市","2013","2016","0.1756","增加","23851.5","3627.74"
"530300","曲靖市","2013","2017","0.187","增加","24600.09","3025.46"
"530300","曲靖市","2013","2018","0.18","增加","24403.82","3189.72"
"530300","曲靖市","2013","2019","0.1741","增加","24114.69","3463.74"
"530300","曲靖市","2013","2020","0.1867","增加","24444.66","3177.8"
"530300","曲靖市","2013","2021","0.1843","增加","24190.37","3478.25"
"530300","曲靖市","2013","2022","0.1674","增加","23235.32","4253.72"
"530300","曲靖市","2014","2015","0.1712","增加","23751.12","3668.18"
"530300","曲靖市","2014","2016","0.1765","增加","24261.08","3275.98"
"530300","曲靖市","2014","2017","0.188","增加","24921.17","2753.32"
"530300","曲靖市","2014","2018","0.1809","增加","24706.3","2926.31"
"530300","曲靖市","2014","2019","0.175","增加","24384.64","3230.18"
"530300","曲靖市","2014","2020","0.1876","增加","24705.38","2957.03"
"530300","曲靖市","2014","2021","0.1852","增加","24405.65","3292.22"
"530300","曲靖市","2014","2022","0.1683","增加","23548.71","3993.38"
"530300","曲靖市","2015","2016","0.0053","不变","13454.79","9967.77"
"530300","曲靖市","2015","2017","0.0168","增加","15868.69","8904.29"
"530300","曲靖市","2015","2018","0.0097","不变","15313.53","10126.69"
"530300","曲靖市","2015","2019","0.0038","不变","15898.3","9789.86"
"530300","曲靖市","2015","2020","0.0164","增加","16449.38","9307.12"
"530300","曲靖市","2015","2021","0.014","增加","15842.1","9985.24"
"530300","曲靖市","2015","2022","-0.0029","不变","14060.39","11793.92"
"530300","曲靖市","2016","2017","0.0115","增加","14316.9","9093.39"
"530300","曲靖市","2016","2018","0.0044","不变","14113.38","10593.59"
"530300","曲靖市","2016","2019","-0.0015","不变","14971.51","10290.4"
"530300","曲靖市","2016","2020","0.0111","增加","15583.99","9768.53"
"530300","曲靖市","2016","2021","0.0087","不变","14989.79","10477.09"
"530300","曲靖市","2016","2022","-0.0082","不变","13096.8","12503.7"
"530300","曲靖市","2017","2018","-0.007","不变","11162.85","12310.56"
"530300","曲靖市","2017","2019","-0.013","减少","12507.13","11727.35"
"530300","曲靖市","2017","2020","-0.0003","不变","13284.55","11427.89"
"530300","曲靖市","2017","2021","-0.0028","不变","12928.56","12009.73"
"530300","曲靖市","2017","2022","-0.0197","减少","11187.98","14151.02"
"530300","曲靖市","2018","2019","-0.0059","不变","12295.47","10620.84"
"530300","曲靖市","2018","2020","0.0067","不变","13394.01","10401.79"
"530300","曲靖市","2018","2021","0.0043","不变","13544.1","11290.21"
"530300","曲靖市","2018","2022","-0.0126","减少","11796.18","13431.02"
"530300","曲靖市","2019","2020","0.0126","增加","12258.76","10166.99"
"530300","曲靖市","2019","2021","0.0102","增加","13087.88","11191.38"
"530300","曲靖市","2019","2022","-0.0067","不变","11477.23","13781.53"
"530300","曲靖市","2020","2021","-0.0013","不变","12058.4","11724.07"
"530300","曲靖市","2020","2022","-0.0106","减少","10517.62","14518.46"
"530300","曲靖市","2021","2022","-0.0093","不变","10243.89","13738.02"
"532600","文山壮族苗族自治州","2013","2014","0.0063","不变","14676.43","12787.4"
"532600","文山壮族苗族自治州","2013","2015","0.1607","增加","23438.68","5907.26"
"532600","文山壮族苗族自治州","2013","2016","0.1648","增加","23311.62","6005.38"
"532600","文山壮族苗族自治州","2013","2017","0.169","增加","23604.25","5572.62"
"532600","文山壮族苗族自治州","2013","2018","0.1491","增加","22815.28","6433.3"
"532600","文山壮族苗族自治州","2013","2019","0.152","增加","22900.49","6307.06"
"532600","文山壮族苗族自治州","2013","2020","0.1582","增加","23103.89","6122.57"
"532600","文山壮族苗族自治州","2013","2021","0.1624","增加","23414.4","5831.03"
"532600","文山壮族苗族自治州","2013","2022","0.1609","增加","23199.6","6043.24"
"532600","文山壮族苗族自治州","2014","2015","0.1544","增加","24641.8","4771.61"
"532600","文山壮族苗族自治州","2014","2016","0.1585","增加","24552.91","4884.39"
"532600","文山壮族苗族自治州","2014","2017","0.1627","增加","24828.53","4607.12"
"532600","文山壮族苗族自治州","2014","2018","0.1428","增加","23876.31","5539.79"
"532600","文山壮族苗族自治州","2014","2019","0.1456","增加","23899.36","5523.59"
"532600","文山壮族苗族自治州","2014","2020","0.1518","增加","24104.49","5337.31"
"532600","文山壮族苗族自治州","2014","2021","0.156","增加","24451.32","5008.06"
"532600","文山壮族苗族自治州","2014","2022","0.1546","增加","24257.99","5177.5"
"532600","文山壮族苗族自治州","2015","2016","0.0041","不变","13468.54","11348.84"
"532600","文山壮族苗族自治州","2015","2017","0.0083","不变","14804.59","11202.08"
"532600","文山壮族苗族自治州","2015","2018","-0.0116","减少","13050.83","13922.43"
"532600","文山壮族苗族自治州","2015","2019","-0.0088","不变","13680.79","13498.65"
"532600","文山壮族苗族自治州","2015","2020","-0.0026","不变","14166.34","13033.49"
"532600","文山壮族苗族自治州","2015","2021","0.0016","不变","14715.95","12349.52"
"532600","文山壮族苗族自治州","2015","2022","0.0002","不变","14270.95","12871.32"
"532600","文山壮族苗族自治州","2016","2017","0.0042","不变","13610.83","10981.25"
"532600","文山壮族苗族自治州","2016","2018","-0.0157","减少","12421.52","13935.46"
"532600","文山壮族苗族自治州","2016","2019","-0.0129","减少","13416.39","13572.33"
"532600","文山壮族苗族自治州","2016","2020","-0.0067","不变","13861.63","13113.49"
"532600","文山壮族苗族自治州","2016","2021","-0.0025","不变","14384.18","12475.84"
"532600","文山壮族苗族自治州","2016","2022","-0.0039","不变","13884.79","13050.15"
"532600","文山壮族苗族自治州","2017","2018","-0.0199","减少","11117.68","14415.14"
"532600","文山壮族苗族自治州","2017","2019","-0.017","减少","12446.11","13996.44"
"532600","文山壮族苗族自治州","2017","2020","-0.0108","减少","12938.92","13717.15"
"532600","文山壮族苗族自治州","2017","2021","-0.0066","不变","13429.26","13144.3"
"532600","文山壮族苗族自治州","2017","2022","-0.0081","不变","12868.76","13815.8"
"532600","文山壮族苗族自治州","2018","2019","0.0028","不变","13802.88","11732.11"
"532600","文山壮族苗族自治州","2018","2020","0.009","不变","14581.8","11603.44"
"532600","文山壮族苗族自治州","2018","2021","0.0132","增加","15190.09","11444.7"
"532600","文山壮族苗族自治州","2018","2022","0.0118","增加","14562.42","12130.3"
"532600","文山壮族苗族自治州","2019","2020","0.0062","不变","13122.09","11414.32"
"532600","文山壮族苗族自治州","2019","2021","0.0104","增加","14244.65","11806.7"
"532600","文山壮族苗族自治州","2019","2022","0.009","不变","13813.81","12890.19"
"532600","文山壮族苗族自治州","2020","2021","0.0025","不变","13354.41","11768.62"
"532600","文山壮族苗族自治州","2020","2022","0.0016","不变","13076.99","13089.54"
"532600","文山壮族苗族自治州","2021","2022","-0.0008","不变","11988.9","12983.57"
"532800","西双版纳傣族自治州","2013","2014","-0.0076","不变","7528.82","8389.85"
"532800","西双版纳傣族自治州","2013","2015","0.1063","增加","12525.73","4352.15"
"532800","西双版纳傣族自治州","2013","2016","0.0972","增加","12219.28","5181.38"
"532800","西双版纳傣族自治州","2013","2017","0.0899","增加","11916.68","5770.6"
"532800","西双版纳傣族自治州","2013","2018","0.0807","增加","11706.2","6017.94"
"532800","西双版纳傣族自治州","2013","2019","0.0814","增加","11598.37","6098.88"
"532800","西双版纳傣族自治州","2013","2020","0.0798","增加","11709.75","5857.35"
"532800","西双版纳傣族自治州","2013","2021","0.0988","增加","12352.39","5046.83"
"532800","西双版纳傣族自治州","2013","2022","0.1105","增加","12795.15","4344.25"
"532800","西双版纳傣族自治州","2014","2015","0.1138","增加","13373.04","3725.61"
"532800","西双版纳傣族自治州","2014","2016","0.1048","增加","12995.66","4505.79"
"532800","西双版纳傣族自治州","2014","2017","0.0975","增加","12666","5068.26"
"532800","西双版纳傣族自治州","2014","2018","0.0883","增加","12420.64","5348.79"
"532800","西双版纳傣族自治州","2014","2019","0.089","增加","12314.49","5458.28"
"532800","西双版纳傣族自治州","2014","2020","0.0874","增加","12417.79","5276.39"
"532800","西双版纳傣族自治州","2014","2021","0.1064","增加","13065.46","4503.2"
"532800","西双版纳傣族自治州","2014","2022","0.1181","增加","13554.84","3829.52"
"532800","西双版纳傣族自治州","2015","2016","-0.009","不变","6353.85","9042.12"
"532800","西双版纳傣族自治州","2015","2017","-0.0163","减少","6230.97","10101.34"
"532800","西双版纳傣族自治州","2015","2018","-0.0255","减少","6286.79","10545.86"
"532800","西双版纳傣族自治州","2015","2019","-0.0249","减少","6641.55","10243.05"
"532800","西双版纳傣族自治州","2015","2020","-0.0264","减少","7109.25","9647.51"
"532800","西双版纳傣族自治州","2015","2021","-0.0074","不变","7892.65","8469.25"
"532800","西双版纳傣族自治州","2015","2022","0.0042","不变","8723.29","7382.02"
"532800","西双版纳傣族自治州","2016","2017","-0.0073","不变","6837.86","8351.76"
"532800","西双版纳傣族自治州","2016","2018","-0.0165","减少","7026.81","9122.23"
"532800","西双版纳傣族自治州","2016","2019","-0.0158","减少","7607.4","9261.39"
"532800","西双版纳傣族自治州","2016","2020","-0.0174","减少","8105.04","8769.87"
"532800","西双版纳傣族自治州","2016","2021","0.0016","不变","9135.81","7413.49"
"532800","西双版纳傣族自治州","2016","2022","0.0132","增加","10106.13","6400.76"
"532800","西双版纳傣族自治州","2017","2018","-0.0092","不变","7437.46","8175.67"
"532800","西双版纳傣族自治州","2017","2019","-0.0086","不变","7890.22","8681.18"
"532800","西双版纳傣族自治州","2017","2020","-0.0101","减少","8672.76","8255.3"
"532800","西双版纳傣族自治州","2017","2021","0.0089","不变","9900.04","6804.58"
"532800","西双版纳傣族自治州","2017","2022","0.0205","增加","10911.7","5864.77"
"532800","西双版纳傣族自治州","2018","2019","0.0007","不变","7842.44","7990.47"
"532800","西双版纳傣族自治州","2018","2020","-0.0009","不变","8641.53","7778.27"
"532800","西双版纳傣族自治州","2018","2021","0.0181","增加","10214.32","6487.83"
"532800","西双版纳傣族自治州","2018","2022","0.0297","增加","11269.34","5556.19"
"532800","西双版纳傣族自治州","2019","2020","-0.0016","不变","7881.04","7681.57"
"532800","西双版纳傣族自治州","2019","2021","0.0175","增加","10039.83","6511.18"
"532800","西双版纳傣族自治州","2019","2022","0.0291","增加","10922.56","5925.4"
"532800","西双版纳傣族自治州","2020","2021","0.0114","增加","9266.92","6723.96"
"532800","西双版纳傣族自治州","2020","2022","0.0184","增加","10196.93","6154.4"
"532800","西双版纳傣族自治州","2021","2022","0.007","不变","9223.72","5714.98"
"530400","玉溪市","2013","2014","0.0083","不变","6908.64","5816.53"
"530400","玉溪市","2013","2015","0.1652","增加","11695.26","2264.91"
"530400","玉溪市","2013","2016","0.1666","增加","11851.88","2118.58"
"530400","玉溪市","2013","2017","0.1835","增加","12040.6","2001.45"
"530400","玉溪市","2013","2018","0.1585","增加","11614.38","2391.15"
"530400","玉溪市","2013","2019","0.1385","增加","11177.67","2746.57"
"530400","玉溪市","2013","2020","0.1399","增加","11194.53","2723.59"
"530400","玉溪市","2013","2021","0.1634","增加","11701.08","2299.68"
"530400","玉溪市","2013","2022","0.1702","增加","11670.83","2367.6"
"530400","玉溪市","2014","2015","0.1569","增加","11903.8","2057.62"
"530400","玉溪市","2014","2016","0.1583","增加","12029.38","1951.31"
"530400","玉溪市","2014","2017","0.1752","增加","12204.6","1841.67"
"530400","玉溪市","2014","2018","0.1502","增加","11674.32","2308.28"
"530400","玉溪市","2014","2019","0.1302","增加","11203.65","2684.58"
"530400","玉溪市","2014","2020","0.1316","增加","11204.03","2686.08"
"530400","玉溪市","2014","2021","0.1552","增加","11811.18","2200.58"
"530400","玉溪市","2014","2022","0.1619","增加","11746.85","2296.69"
"530400","玉溪市","2015","2016","0.0014","不变","6350.23","5864.26"
"530400","玉溪市","2015","2017","0.0183","增加","7509.24","5222.7"
"530400","玉溪市","2015","2018","-0.0067","不变","6257.14","6822.85"
"530400","玉溪市","2015","2019","-0.0268","减少","5463.77","7734.91"
"530400","玉溪市","2015","2020","-0.0253","减少","5610.5","7623.12"
"530400","玉溪市","2015","2021","-0.0018","不变","6979.72","6123.94"
"530400","玉溪市","2015","2022","0.005","不变","7309.08","5937.61"
"530400","玉溪市","2016","2017","0.0169","增加","7482.96","4635.73"
"530400","玉溪市","2016","2018","-0.0081","不变","6053.2","6704.09"
"530400","玉溪市","2016","2019","-0.0282","减少","5205.86","7849.56"
"530400","玉溪市","2016","2020","-0.0267","减少","5350.37","7752.55"
"530400","玉溪市","2016","2021","-0.0032","不变","6855.54","6127.74"
"530400","玉溪市","2016","2022","0.0036","不变","7232.54","5950.49"
"530400","玉溪市","2017","2018","-0.025","减少","4841.42","7636.64"
"530400","玉溪市","2017","2019","-0.0451","减少","4281.62","8729.82"
"530400","玉溪市","2017","2020","-0.0436","减少","4648.81","8537.36"
"530400","玉溪市","2017","2021","-0.0201","减少","6042.07","6945.26"
"530400","玉溪市","2017","2022","-0.0133","减少","6541.03","6589.71"
"530400","玉溪市","2018","2019","-0.02","减少","4392.03","7730.38"
"530400","玉溪市","2018","2020","-0.0186","减少","5012.81","7535.88"
"530400","玉溪市","2018","2021","0.0049","不变","7244.59","5748.89"
"530400","玉溪市","2018","2022","0.0117","增加","7803.25","5401.99"
"530400","玉溪市","2019","2020","0.0015","不变","6099.43","5817.75"
"530400","玉溪市","2019","2021","0.025","增加","8351.85","4587.74"
"530400","玉溪市","2019","2022","0.0318","增加","8761.52","4576.45"
"530400","玉溪市","2020","2021","0.0102","增加","8163.77","4472.57"
"530400","玉溪市","2020","2022","0.0131","增加","8617.55","4516.62"
"530400","玉溪市","2021","2022","0.0029","不变","7120.26","5058.87"
"530600","昭通市","2013","2014","0.0144","增加","11644.61","7011.98"
"530600","昭通市","2013","2015","0.0614","增加","15450.74","4527.24"
"530600","昭通市","2013","2016","0.062","增加","15995.49","4051.29"
"530600","昭通市","2013","2017","0.0804","增加","16676.27","3415.6"
"530600","昭通市","2013","2018","0.0795","增加","16798.34","3372.77"
"530600","昭通市","2013","2019","0.0781","增加","16654.54","3733.83"
"530600","昭通市","2013","2020","0.0814","增加","16822.29","3452.37"
"530600","昭通市","2013","2021","0.0761","增加","16380.13","3820.55"
"530600","昭通市","2013","2022","0.0723","增加","16166.08","3898.35"
"530600","昭通市","2014","2015","0.0469","增加","13777.73","5572.95"
"530600","昭通市","2014","2016","0.0476","增加","14440.95","4901.94"
"530600","昭通市","2014","2017","0.066","增加","15139.88","4284.44"
"530600","昭通市","2014","2018","0.0651","增加","15078.65","4387.78"
"530600","昭通市","2014","2019","0.0637","增加","14870.69","4739.33"
"530600","昭通市","2014","2020","0.067","增加","15264.44","4285.26"
"530600","昭通市","2014","2021","0.0616","增加","14818.09","4712.88"
"530600","昭通市","2014","2022","0.0579","增加","14651.26","4777.69"
"530600","昭通市","2015","2016","0.0006","不变","9624.49","6903"
"530600","昭通市","2015","2017","0.019","增加","10877.69","6684.47"
"530600","昭通市","2015","2018","0.0181","增加","10698.19","7283.1"
"530600","昭通市","2015","2019","0.0168","增加","10523.58","7634.53"
"530600","昭通市","2015","2020","0.0201","增加","11191.21","6782.88"
"530600","昭通市","2015","2021","0.0147","增加","10770.5","7282.95"
"530600","昭通市","2015","2022","0.011","增加","10768.05","7393.66"
"530600","昭通市","2016","2017","0.0184","增加","9332.25","7078.11"
"530600","昭通市","2016","2018","0.0175","增加","9320.77","7932.32"
"530600","昭通市","2016","2019","0.0162","增加","9454.62","8387.11"
"530600","昭通市","2016","2020","0.0194","增加","10009.09","7421.22"
"530600","昭通市","2016","2021","0.0141","增加","9617.57","7948.53"
"530600","昭通市","2016","2022","0.0104","增加","9579.31","8046.53"
"530600","昭通市","2017","2018","-0.0009","不变","7697.17","8354.57"
"530600","昭通市","2017","2019","-0.0022","不变","8206.79","8774.36"
"530600","昭通市","2017","2020","0.001","不变","8966.01","7965.05"
"530600","昭通市","2017","2021","-0.0043","不变","8536.25","8519.95"
"530600","昭通市","2017","2022","-0.008","不变","8698.15","8628.28"
"530600","昭通市","2018","2019","-0.0013","不变","7945.29","7922.44"
"530600","昭通市","2018","2020","0.0019","不变","9034.85","7241.9"
"530600","昭通市","2018","2021","-0.0034","不变","8755.23","8210.28"
"530600","昭通市","2018","2022","-0.0071","不变","8940.81","8262.73"
"530600","昭通市","2019","2020","0.0033","不变","8820.05","6935.56"
"530600","昭通市","2019","2021","-0.0021","不变","8719.34","8015.13"
"530600","昭通市","2019","2022","-0.0058","不变","9124.37","8330.11"
"530600","昭通市","2020","2021","-0.0021","不变","7243.76","8412.04"
"530600","昭通市","2020","2022","-0.0036","不变","7785.56","8630.37"
"530600","昭通市","2021","2022","-0.0015","不变","8060.73","8014.15"